"id","text","score","imdbid"
"20204","The Cabin in the Woods isn't merely another ""Scream"" exercise in self-awareness, or a ""Scary Movie"" spoof of the same. It's a wickedly smart hybrid mutation, biting the severed hand feeding the genre.","100","1259521"
"20205","Like the wood-grained farmhouse itself — a beautiful piece of production design by Julie Berghoff — The Conjuring has an analog solidity that makes the terror to come almost unbearable.","100","1457767"
"20206","The kind of parable that encourages us to re-evaluate the good old days and take a fresh look at the new world we so easily dismiss as decadent.","100","120789"
"20207","You hire an actor for his strengths, and Downey would not be strong as a one-dimensional mighty-man. He is strong because he is smart, quick and funny, and because we sense his public persona masks deep private wounds. By building on that, Favreau found his movie, and it's a good one.","100","371746"
"20208","A magnificent science-fiction film, all the more intriguing because it raises questions about the origin of human life and doesn't have the answers.","100","1446714"
"20209","Redford, already a giant, has never been more suggestive. His character’s misadventure — might be a kind of cosmic penance. It’s the salvation of the moviegoing year.","100","2017038"
"20210","The movie toggles between two periods-before and after a catastrophe-and, were it not for Swinton's magnetism, it would be unbearable. Instead, you'll want to stay for the wallop.","100","1242460"
"20211","Engaging and consummately entertaining.","100","120780"
"20212","The best Hannibal Lecter movie and one of the greatest suspense movies ever made... A lurid masterpiece that pays homage to the seductiveness of pulp, not by dressing it in the trappings of fine art but by stripping it to the essentials of what we responded to in the material in the first place.","100","91474"
"20213","A technological triumph. [19 May 1980]","100","80684"
"20214","Spartacus isn't the greatest epic ever made, but it's head and shoulders above most of the sword-and-sandal wheezers that came out in the '50s and '60s. And, given the prohibitive costs of shooting an epic today, it's the kind of movie we're not likely to see anymore -- except in well-deserved revivals like this one. [13 May 1991, p.E1]","100","54331"
"20215","A Quiet Place is full of fabulous, virtuoso action set pieces, but mere hours after seeing it, what I’m already flashing on the most are the ways in which each member of this family, children and adults alike, tries to carry the weight of their central burden, which isn’t fear and dread, but guilt and grief, two monsters no third act plot twist can ever quite vanquish.","100","6644200"
"20216","A terrific, sophisticated comedy that tackles serious issues with a lightness of touch and a spirit of steel, Philomena is the British film to beat come BAFTA time.","100","2431286"
"20217","It’s an exciting sports movie, an inspiring tale of prejudice overcome and, above all, a fascinating study of political leadership.","100","1057500"
"20218","An epic biopic, over three hours in length, Gandhi captures the spirit of the man and his struggles.","100","83987"
"20219","Pantheism, Cameronism: In Avatar, what's the diff? Now he's king of a world he made from scratch.","100","499549"
"20220","Stealth is a key element of tension and, even though DePalma tosses his share of fireballs around, Mission: Impossible gets edgier when it gets quieter. The audience's rapt, empathetic silence while Hunt hangs there in peril proves how well the director does it. [24 May 1996, p.5]","100","117060"
"20221","It brings together several popular strains of contemporary moviemaking and combines them into one big, shameless, audacious, compulsively watchable, irresistibly likable piece of pure entertainment.","100","1250777"
"20222","With the help of an impeccable cast and with a style steeped in the past, Soderbergh has placed the persona ofKafka under a lens, and the soul he discovers is his own. [31 Jan. 1992]","100","102181"
"20223","Dispassionate engagement won't fly here. You either stagger out early or plunge in up to your elbows.","100","1034415"
"20224","Jackson's big monkey picture show is certainly the best popular entertainment of the year. The film is a wondrous blend of then and now: It honors its mythic predecessor of 1933 while using sophisticated movie technology to seamlessly manipulate the fantastic.","100","360717"
"20225","One Flew Over the Cuckoo’s Nest is the best film therapy one can recommend.","100","73486"
"20226","Martin Scorsese's Raging Bull is the best American movie of the year, Scorsese's best film and at long last replaces Robert Wise's ""The Set-Up"" (1949) as the best film about prizefighting ever made. [24 Nov 1980, p.128]","100","81398"
"20227","Eastwood tells the story at a pace well under the Hollywood speed limit, tosses in details so beguiling they seem about to sprout into motion pictures of their own and bathes his subjects in shadows as lovely as those in any Rembrandt.","100","405159"
"20228","Willard doesn’t try to be great art (although if you really think about it, there are plenty of themes borrowed from “Hamlet,” “The Birds” and “Frankenstein” to name a few). Willard just is.","100","310357"
